sys_sch,SystemId,systemname,schoolname,SchoolId,grade,SingleScore,four_year_graduation_rate,CollegeEnrollment
6475062,647,Dougherty County,West Town Elementary School,5062,D,67.8,,
648100,648,Douglas County,Chapel Hill High School,100,B,82.80000000000001,92.599998,
648103,648,Douglas County,Yeager Middle School,103,B,81.40000000000001,,
648104,648,Douglas County,North Douglas Elementary School,104,D,68.7,,
6481054,648,Douglas County,Winston Elementary School,1054,B,83.60000000000001,,
648107,648,Douglas County,Bill Arp Elementary School,107,B,87.10000000000001,,
648108,648,Douglas County,Factory Shoals Middle School,108,C,75.2,,
648112,648,Douglas County,Mason Creek Elementary School,112,C,72.3,,
648113,648,Douglas County,Mason Creek Middle School,113,C,77.80000000000001,,
648175,648,Douglas County,Lithia Springs Comprehensive High School,175,D,69.2,82.199997,
648178,648,Douglas County,Arbor Station Elementary School,178,D,66.7,,
648180,648,Douglas County,Fairplay Middle School,180,C,77,,
648184,648,Douglas County,Dorsett Shoals Elementary School,184,C,74.8,,
648187,648,Douglas County,Alexander High School,187,B,82.80000000000001,92.800003,
648188,648,Douglas County,Chestnut Log Middle School,188,C,76.90000000000001,,
648193,648,Douglas County,South Douglas Elementary School,193,B,83.2,,
648198,648,Douglas County,Bright Star Elementary School,198,D,63.7,,
648200,648,Douglas County,Holly Springs Elementary,200,B,87.90000000000001,,
648203,648,Douglas County,New Manchester Elementary School,203,D,69.40000000000001,,
6482050,648,Douglas County,Beulah Elementary School,2050,B,84.5,,
6482054,648,Douglas County,Turner Middle School,2054,C,76.10000000000001,,
648208,648,Douglas County,Chapel Hill Elementary School,208,B,85.2,,
648212,648,Douglas County,New Manchester High School,212,C,79.80000000000001,87,
648213,648,Douglas County,Factory Shoals Elementary School,213,C,77.90000000000001,,
648298,648,Douglas County,Sweetwater Elementary School,298,C,74,,
648303,648,Douglas County,Mirror Lake Elementary School,303,C,76,,
6483052,648,Douglas County,Lithia Springs Elementary School,3052,D,66.7,,
6483550,648,Douglas County,Chapel Hill Middle School,3550,B,82.2,,
648398,648,Douglas County,Burnett Elementary School,398,D,68.8,,
6484050,648,Douglas County,Douglas County High School,4050,C,74.60000000000001,83.900002,
6484052,648,Douglas County,Mount Carmel Elementary School,4052,C,71.3,,
648407,648,Douglas County,Brighten Academy,407,C,71.7,,
648498,648,Douglas County,Eastside Elementary School,498,C,74.90000000000001,,
6485050,648,Douglas County,Stewart Middle School,5050,C,76.10000000000001,,
6485052,648,Douglas County,Annette Winn Elementary School,5052,D,63.6,,
649194,649,Early County,Early County Elementary School,194,D,60.8,,
649197,649,Early County,Early County Middle School,197,F,59.3,,
6492050,649,Early County,Early County High School,2050,D,69.5,84.900002,
6501050,650,Echols County,Echols County High School,1050,C,72.3,100,
650112,650,Echols County,Echols County Elementary/Middle School,112,B,81.30000000000001,,
651103,651,Effingham County,Springfield Elementary School,103,D,69.8,,
651105,651,Effingham County,Marlow Elementary School,105,A,90.5,,
651107,651,Effingham County,Blandford Elementary School,107,B,88.80000000000001,,
651186,651,Effingham County,South Effingham Elementary School,186,A,92.7,,
651190,651,Effingham County,Guyton Elementary School,190,B,80.60000000000001,,
651196,651,Effingham County,Sand Hill Elementary School,196,B,83.60000000000001,,
651197,651,Effingham County,South Effingham High School,197,B,80.80000000000001,91.199997,
651203,651,Effingham County,Ebenezer Middle School,203,B,80.2,,
651290,651,Effingham County,Effingham County Middle School,290,C,79.10000000000001,,
651296,651,Effingham County,Ebenezer Elementary School,296,B,88.30000000000001,,
651297,651,Effingham County,South Effingham Middle School,297,B,82.60000000000001,,
651390,651,Effingham County,Effingham County High School,390,C,79.7,89.800003,
6514050,651,Effingham County,Rincon Elementary School,4050,B,87.5,,
652104,652,Elbert County,Elbert County Middle School ,104,D,63.8,,
652176,652,Elbert County,Elbert County High School,176,D,62.1,90.5,
652213,652,Elbert County,Elbert County Primary School,213,D,63.5,,
652313,652,Elbert County,Elbert County Elementary School,313,D,67.3,,
653100,653,Emanuel County,Twin City Elementary School,100,F,58.8,,
653189,653,Emanuel County,Swainsboro High School,189,C,75,79.300003,
653192,653,Emanuel County,Swainsboro Middle School,192,F,56,,
653196,653,Emanuel County,Swainsboro Primary School,196,D,66.7,,
653198,653,Emanuel County,Swainsboro Elementary School,198,D,62.7,,
6532050,653,Emanuel County,Emanuel County Institute,2050,B,81.60000000000001,90.699997,
654196,654,Evans County,Claxton Elementary School,196,D,66.10000000000001,,
654197,654,Evans County,Second Chance,197,,,,
6542050,654,Evans County,Claxton High School,2050,C,74.90000000000001,89.599998,
6543050,654,Evans County,Claxton Middle School,3050,D,63.40000000000001,,
6551050,655,Fannin County,Blue Ridge Elementary School,1050,D,66.60000000000001,,
655176,655,Fannin County,Fannin County High School,176,C,70.60000000000001,93.900002,
655193,655,Fannin County,Fannin County Middle School,193,C,79.90000000000001,,
655194,655,Fannin County,East Fannin Elementary School,194,F,59,,
655293,655,Fannin County,West Fannin Elementary School,293,C,75.8,,
656102,656,Fayette County,Cleveland Elementary School,102,C,79.80000000000001,,
656103,656,Fayette County,Sara Harp Minter Elementary School,103,B,85.10000000000001,,
656104,656,Fayette County,Crabapple Lane Elementary School,104,B,87.80000000000001,,
656105,656,Fayette County,Whitewater High School,105,A,90,93.599998,
6561052,656,Fayette County,Peachtree City Elementary School,1052,A,93,,
656108,656,Fayette County,Bennett's Mill Middle School,108,B,88,,
656111,656,Fayette County,Inman Elementary,111,C,79.10000000000001,,
656178,656,Fayette County,Booth Middle School,178,A,96.40000000000001,,
656180,656,Fayette County,Huddleston Elementary School,180,A,94.80000000000001,,
656181,656,Fayette County,North Fayette Elementary School,181,B,86.30000000000001,,
656182,656,Fayette County,McIntosh High School,182,A,95.10000000000001,93.900002,
656186,656,Fayette County,Oak Grove Elementary School,186,A,96,,
656191,656,Fayette County,Braelinn Elementary School,191,A,92.2,,
656192,656,Fayette County,Sandy Creek High School,192,C,77.30000000000001,84.699997,
656196,656,Fayette County,Kedron Elementary School,196,B,87.2,,
656198,656,Fayette County,Starrs Mill High School,198,A,92.10000000000001,93.800003,
656199,656,Fayette County,Peeples Elementary School,199,A,92.30000000000001,,
656291,656,Fayette County,Robert J. Burch Elementary School,291,B,83.60000000000001,,
656296,656,Fayette County,Spring Hill Elementary School,296,C,74.8,,
656298,656,Fayette County,Rising Starr Middle School,298,A,97.60000000000001,,
656391,656,Fayette County,Whitewater Middle School,391,B,86.60000000000001,,
656398,656,Fayette County,Fayette County High School,398,C,76,84.400002,
656402,656,Fayette County,Fayetteville Elementary School,402,C,79.7,,
656491,656,Fayette County,Flat Rock Middle School,491,A,90.10000000000001,,
657102,657,Floyd County,Johnson Elementary,102,A,93.2,,
657103,657,Floyd County,Coosa Middle School,103,D,66.5,,
6571050,657,Floyd County,Alto Park Elementary School,1050,D,67.40000000000001,,
657107,657,Floyd County,Pepperell High School,107,C,73.7,95.400002,
657111,657,Floyd County,Model High,111,B,81,92.699997,
657188,657,Floyd County,Model Elementary School,188,B,87.7,,
657195,657,Floyd County,Armuchee Elementary School,195,B,83.60000000000001,,
657199,657,Floyd County,Pepperell Elementary,199,B,80.5,,
657203,657,Floyd County,Model Middle School,203,A,91.60000000000001,,
6572052,657,Floyd County,Garden Lakes Elementary School,2052,B,82.40000000000001,,
657273,657,Floyd County,Pepperell Middle School,273,B,80.30000000000001,,
657303,657,Floyd County,Armuchee Middle School,303,B,84.10000000000001,,
6573050,657,Floyd County,Cave Spring Elementary School,3050,C,73.3,,
6573052,657,Floyd County,Glenwood Primary School,3052,B,89.10000000000001,,
657401,657,Floyd County,Armuchee High School,401,C,78,95.699997,
6574054,657,Floyd County,Pepperell Primary,4054,B,80.7,,
6575050,657,Floyd County,Coosa High School,5050,C,74.90000000000001,90.099998,
658100,658,Forsyth County,Settles Bridge Elementary School,100,A,96.30000000000001,,
658102,658,Forsyth County,Matt Elementary School,102,B,89.7,,
658103,658,Forsyth County,Cumming Elementary School,103,C,79.10000000000001,,
658104,658,Forsyth County,Sharon Elementary School,104,A,93.5,,
658105,658,Forsyth County,Riverwatch Middle School,105,A,92.80000000000001,,
6581050,658,Forsyth County,Big Creek Elementary School,1050,A,94.7,,
6581052,658,Forsyth County,Midway Elementary School,1052,A,91.80000000000001,,
658106,658,Forsyth County,Shiloh Point Elementary,106,A,96.7,,
658107,658,Forsyth County,West Forsyth High School,107,B,88.90000000000001,93.800003,
658108,658,Forsyth County,Johns Creek Elementary,108,A,97.30000000000001,,
658176,658,Forsyth County,Mashburn Elementary School,176,B,89.80000000000001,,
658182,658,Forsyth County,Coal Mountain Elementary School,182,A,90,,
658190,658,Forsyth County,South Forsyth High School,190,A,94.7,97.900002,
658194,658,Forsyth County,Chattahoochee Elementary School,194,C,79.80000000000001,,
658195,658,Forsyth County,North Forsyth High School,195,B,83,90.099998,
658197,658,Forsyth County,Daves Creek Elementary School,197,A,99.2,,
658198,658,Forsyth County,Vickery Creek Elementary School,198,A,96.80000000000001,,
658199,658,Forsyth County,Vickery Creek Middle School,199,A,96,,
658202,658,Forsyth County,Otwell Middle School,202,B,81.30000000000001,,
658203,658,Forsyth County,Sawnee Elementary School,203,B,83,,
658204,658,Forsyth County,Chestatee Elementary,204,B,89.40000000000001,,
658206,658,Forsyth County,Little Mill Middle School,206,C,78.80000000000001,,
658211,658,Forsyth County,Brookwood Elementary,211,A,96.80000000000001,,
658213,658,Forsyth County,George W. Whitlow Elementary,213,A,92.5,,
658214,658,Forsyth County,Lambert High School,214,A,95.40000000000001,97.699997,
658215,658,Forsyth County,Haw Creek Elementary,215,A,90.40000000000001,,
658216,658,Forsyth County,Lakeside Middle School,216,A,93.30000000000001,,
658303,658,Forsyth County,Liberty Middle School,303,B,88.60000000000001,,
658307,658,Forsyth County,Silver City Elementary School,307,A,90.2,,
658313,658,Forsyth County,Kelly Mill Elementary,313,A,91.5,,
658407,658,Forsyth County,Piney Grove Middle School,407,A,94.40000000000001,,
658498,658,Forsyth County,North Forsyth Middle School,498,B,81.7,,
6585050,658,Forsyth County,Forsyth Central High School,5050,B,85.10000000000001,92.5,
658598,658,Forsyth County,South Forsyth Middle School,598,A,94.5,,
658699,658,Forsyth County,Brandywine Elementary School,699,B,86.60000000000001,,
658700,658,Forsyth County,DeSana Middle School,700,A,90.80000000000001,,
658701,658,Forsyth County,Alliance Academy for Innovation,701,A,93.7,,
658702,658,Forsyth County,Denmark High School,702,A,91.10000000000001,,
659105,659,Franklin County,Franklin County Middle School,105,C,70.5,,
6591052,659,Franklin County,Royston Elementary School,1052,D,64.90000000000001,,
659107,659,Franklin County,Carnesville Elementary Intermediate School,107,C,73.2,,
6592050,659,Franklin County,Carnesville Elementary Primary School,2050,B,86.2,,
6593050,659,Franklin County,Franklin County High School,3050,B,83.60000000000001,90.699997,
6595050,659,Franklin County,Lavonia Elementary School,5050,D,67.40000000000001,,
660100,660,Fulton County,Summit Hill Elementary,100,B,82,,
660101,660,Fulton County,Abbotts Hill Elementary School,101,B,87.90000000000001,,
6601010,660,Fulton County,Cliftondale Elementary School,1010,B,81.2,,
660102,660,Fulton County,Creek View Elementary School,102,A,97.40000000000001,,
660103,660,Fulton County,Hembree Springs Elementary School,103,A,91.7,,
660104,660,Fulton County,Spalding Drive Elementary,104,A,90.10000000000001,,
660105,660,Fulton County,Hopewell Middle School,105,B,84.30000000000001,,
6601050,660,Fulton County,Alpharetta Elementary School,1050,B,88.7,,
660106,660,Fulton County,Milton High School,106,A,90.40000000000001,95.400002,
6601067,660,Fulton County,Roswell North Elementary School,1067,B,89.60000000000001,,
660107,660,Fulton County,Renaissance Middle School ,107,D,62.7,,
660109,660,Fulton County,Renaissance ES,109,C,78.7,,
6601110,660,Fulton County,Langston Hughes High School,1110,D,68.2,88.800003,
660114,660,Fulton County,Feldwood Elementary School,114,D,69,,
660116,660,Fulton County,Main Street Charter Academy,116,D,65.3,,
660118,660,Fulton County,Hapeville Charter Career Academy,118,C,74.2,92.199997,
660119,660,Fulton County,Cambridge High School,119,A,93.80000000000001,97.599998,
6601210,660,Fulton County,Birmingham Falls Elementary School,1210,A,93,,
6601310,660,Fulton County,Ison Springs Elementary School,1310,D,66.10000000000001,,
6601312,660,Fulton County,RISE Grammar School,1312,D,67.2,,
6601313,660,Fulton County,RISE Prep School,1313,D,61.5,,
6601315,660,Fulton County,College Park Elementary,1315,F,57.1,,
6601316,660,Fulton County,Vickery Mill Elementary,1316,D,69.3,,
6601317,660,Fulton County,Wolf Creek Elementary,1317,C,79.5,,
6601319,660,Fulton County,Fulton Academy of Science and Technology,1319,B,85.60000000000001,,
6601320,660,Fulton County,Skyview High School,1320,,,8.8999996,
660175,660,Fulton County,Jackson Elementary School,175,D,65.7,,
660176,660,Fulton County,Banneker High School,176,D,68.60000000000001,81.699997,
660180,660,Fulton County,Dolvin Elementary School,180,A,93.2,,
660184,660,Fulton County,Crabapple Middle School,184,B,83.2,,
660186,660,Fulton County,Camp Creek Middle School,186,C,78.7,,
660187,660,Fulton County,Barnwell Elementary School,187,A,93.5,,
660189,660,Fulton County,McNair Middle School,189,C,70.5,,
660190,660,Fulton County,Lake Windward Elementary School,190,A,93.5,,
660191,660,Fulton County,Roswell High School,191,A,91.90000000000001,90.800003,
660192,660,Fulton County,Hapeville Elementary School,192,D,68,,
660193,660,Fulton County,Crabapple Crossing Elementary School,193,A,93.10000000000001,,
660195,660,Fulton County,New Prospect Elementary School,195,B,87.90000000000001,,
660197,660,Fulton County,Northwood Elementary School,197,A,94.80000000000001,,
660198,660,Fulton County,Centennial High School,198,B,81.5,92.300003,
660199,660,Fulton County,Stonewall Tell Elementary School,199,C,75.40000000000001,,
660202,660,Fulton County,Hillside Elementary School,202,C,77.10000000000001,,
660203,660,Fulton County,Northview High School,203,A,96.40000000000001,97,
660204,660,Fulton County,KIPP South Fulton Academy School,204,A,91.80000000000001,,
660205,660,Fulton County,Alpharetta High School,205,A,95.5,93.5,
6602058,660,Fulton County,Bethune Elementary School,2058,F,53.2,,
660206,660,Fulton County,Oakley Elementary School,206,C,74,,
660207,660,Fulton County,Dunwoody Springs Elementary School,207,C,78.80000000000001,,
6602070,660,Fulton County,Campbell Elementary School,2070,D,66,,
660215,660,Fulton County,Chattahoochee Hills Charter School,215,D,66.8,,
6602550,660,Fulton County,Brookview Elementary School,2550,D,67.40000000000001,,
660273,660,Fulton County,S. L. Lewis Elementary School,273,D,64.10000000000001,,
660275,660,Fulton County,Nolan Elementary School,275,D,62.40000000000001,,
660276,660,Fulton County,Gullatt Elementary School,276,D,65.90000000000001,,
660284,660,Fulton County,Holcomb Bridge Middle School,284,C,77.10000000000001,,
660286,660,Fulton County,Ridgeview Charter School,286,C,72.3,,
660289,660,Fulton County,Woodland Middle School,289,C,74.60000000000001,,
660291,660,Fulton County,Creekside High School,291,D,66.2,86.400002,
660292,660,Fulton County,Palmetto Elementary School,292,B,83.2,,
660295,660,Fulton County,Findley Oaks Elementary School,295,A,97,,
660297,660,Fulton County,State Bridge Crossing Elementary School,297,A,97.60000000000001,,
660298,660,Fulton County,Sweet Apple Elementary School,298,A,90.5,,
660299,660,Fulton County,Manning Oaks Elementary School ,299,C,72.8,,
660301,660,Fulton County,Heritage Elementary School,301,D,61.8,,
660302,660,Fulton County,Elkins Pointe Middle School,302,B,88.40000000000001,,
660303,660,Fulton County,Cogburn Woods Elementary School ,303,A,90.30000000000001,,
660305,660,Fulton County,Autrey Mill Middle School,305,A,95.2,,
6603056,660,Fulton County,Heards Ferry Elementary School,3056,A,94.2,,
6603058,660,Fulton County,Lee Elementary School,3058,C,70.8,,
6603064,660,Fulton County,Parklane Elementary School,3064,D,69.2,,
6603066,660,Fulton County,Riverwood International Charter School,3066,B,80.40000000000001,91.699997,
660373,660,Fulton County,Mountain Park Elementary School,373,A,91.80000000000001,,
660383,660,Fulton County,McClarin High School,383,F,41.3,47.900002,
660384,660,Fulton County,Haynes Bridge Middle School,384,B,80.5,,
660386,660,Fulton County,Independence High School,386,F,49.3,54.200001,
660390,660,Fulton County,Randolph Elementary School,390,D,66,,
660391,660,Fulton County,Bear Creek Middle School,391,D,65.7,,
660392,660,Fulton County,Chattahoochee High School,392,A,95.80000000000001,97.900002,
660397,660,Fulton County,River Eves Elementary School,397,A,91.10000000000001,,
660398,660,Fulton County,Shakerag Elementary School,398,A,92.80000000000001,,
660402,660,Fulton County,River Trail Middle School,402,A,96.60000000000001,,
660405,660,Fulton County,Wilson Creek Elementary School ,405,A,94.90000000000001,,
6604056,660,Fulton County,High Point Elementary School,4056,B,89.40000000000001,,
660406,660,Fulton County,Amana Academy School,406,A,91.80000000000001,,
6604060,660,Fulton County,Mimosa Elementary School,4060,C,78.7,,
6604062,660,Fulton County,North Springs High School,4062,B,85.5,93.099998,
6604069,660,Fulton County,E. C. West Elementary School,4069,C,78,,
660491,660,Fulton County,Medlock Bridge Elementary School,491,A,93.60000000000001,,
660497,660,Fulton County,Webb Bridge Middle School,497,A,97.90000000000001,,
660501,660,Fulton County,Hamilton E. Holmes Elementary,501,C,71,,
660503,660,Fulton County,Liberty Point Elementary School,503,B,83.5,,
660505,660,Fulton County,Sandtown Middle School ,505,B,81,,
6605052,660,Fulton County,Conley Hills Elementary School,5052,F,49.2,,
6605060,660,Fulton County,Asa Hilliard Elementary School,5060,D,65.60000000000001,,
6605069,660,Fulton County,Westlake High School,5069,B,84.5,92.300003,
660591,660,Fulton County,Taylor Road Middle School,591,B,89.7,,
660597,660,Fulton County,Northwestern Middle School,597,B,89.60000000000001,,
660603,660,Fulton County,Sandy Springs Middle School,603,B,82.5,,
660605,660,Fulton County,Hapeville Charter Middle School,605,C,79.7,,
660691,660,Fulton County,Tri-Cities High School,691,D,62.6,84,
660701,660,Fulton County,Ocee Elementary School,701,B,86.60000000000001,,
660702,660,Fulton County,Woodland Elementary School,702,B,86.30000000000001,,
660803,660,Fulton County,Paul D. West Middle School,803,D,63.8,,
660909,660,Fulton County,Lake Forest Elementary,909,C,78.60000000000001,,
660910,660,Fulton County,Johns Creek High School,910,A,91.7,96.300003,
661103,661,Gilmer County,Mountain View Elementary,103,D,67.60000000000001,,
661107,661,Gilmer County,Clear Creek Middle School,107,C,78.80000000000001,,
661113,661,Gilmer County,Ellijay Primary School,113,C,78.7,,
661196,661,Gilmer County,Gilmer High School,196,C,73,92.400002,
661212,661,Gilmer County,Ellijay Elementary School,212,D,67.60000000000001,,
662196,662,Glascock County,Glascock County Middle/High School,196,C,73.7,91.699997,
662197,662,Glascock County,Glascock County Elementary School,197,C,77.40000000000001,,
6631052,663,Glynn County,Altama Elementary School,1052,C,73.8,,
6631056,663,Glynn County,St. Simons Elementary School,1056,A,92.90000000000001,,
663106,663,Glynn County,Sterling Elementary School,106,B,84.90000000000001,,
663112,663,Glynn County,Glynn Middle,112,B,83.10000000000001,,
663114,663,Glynn County,Jane Macon Middle,114,C,79,,
663116,663,Glynn County,Risley Middle School,116,C,77.80000000000001,,
663178,663,Glynn County,Glyndale Elementary School,178,C,71.3,,
663190,663,Glynn County,Golden Isles Elementary School,190,B,84.40000000000001,,
663195,663,Glynn County,Oglethorpe Point Elementary School,195,A,97.30000000000001,,
663198,663,Glynn County,Satilla Marsh Elementary School,198,B,88.60000000000001,,
663199,663,Glynn County,Needwood Middle School,199,C,71.7,,
663298,663,Glynn County,Greer Elementary School,298,A,93.10000000000001,,
6633552,663,Glynn County,Brunswick High School,3552,B,83,91.5,
6634052,663,Glynn County,Burroughs-Molette Elementary School,4052,D,68.8,,
6634752,663,Glynn County,Glynn Academy,4752,B,86.80000000000001,93.900002,
6635052,663,Glynn County,Goodyear Elementary School,5052,C,71.90000000000001,,
6641050,664,Gordon County,Belwood Elementary School,1050,B,82.80000000000001,,
664106,664,Gordon County,Sonoraville High School,106,B,81.10000000000001,91.199997,
664110,664,Gordon County,Sonoraville Elementary,110,B,84.10000000000001,,
664115,664,Gordon County,Red Bud Middle School,115,D,67,,
664176,664,Gordon County,Tolbert Elementary School,176,D,67.60000000000001,,
664190,664,Gordon County,Red Bud Elementary School,190,B,80.7,,
6642050,664,Gordon County,Fairmount Elementary School,2050,F,58.90000000000001,,
664274,664,Gordon County,Swain Elementary School,274,B,81.10000000000001,,
664286,664,Gordon County,Gordon Central High School,286,C,74.10000000000001,93.599998,
664292,664,Gordon County,Ashworth Middle School,292,C,70.90000000000001,,
6651050,665,Grady County,Cairo High School,1050,D,61.8,88.800003,
6651054,665,Grady County,Whigham Elementary School,1054,C,76.10000000000001,,
6651550,665,Grady County,Northside Elementary School,1550,C,72.8,,
665174,665,Grady County,Washington Middle School,174,F,50.40000000000001,,
665185,665,Grady County,Eastside Elementary School,185,F,58.6,,
6652050,665,Grady County,Southside Elementary School,2050,D,67.7,,
6653050,665,Grady County,Shiver Elementary School,3050,D,68.2,,
666101,666,Greene County,Anita Carson Middle School,101,D,60.6,,
666109,666,Greene County,LAKE OCONEE CHARTER,109,B,81.5,,
666201,666,Greene County,Union Point Elementary,201,D,61.5,,
666401,666,Greene County,Greene County High School,401,F,58.90000000000001,79,
666402,666,Greene County,Lake Oconee Charter High School,402,C,78.2,95.300003,
667100,667,Gwinnett County,Rock Springs Elementary School,100,B,85.2,,
6671005,667,Gwinnett County,Alcova Elementary School,1005,B,82,,
667101,667,Gwinnett County,Grayson High School,101,B,87.7,90.800003,
6671010,667,Gwinnett County,Bay Creek Middle School,1010,B,81,,
6671012,667,Gwinnett County,Grace Snell Middle School,1012,C,79.5,,
6671013,667,Gwinnett County,Ferguson Elementary School,1013,C,78.30000000000001,,
6671014,667,Gwinnett County,Roberts Elementary School,1014,A,95.40000000000001,,
6671015,667,Gwinnett County,Jenkins Elementary School,1015,C,77.2,,
6671016,667,Gwinnett County,Anderson-Livsey Elementary School,1016,D,65.8,,
6671017,667,Gwinnett County,Burnette Elementary School,1017,B,86.80000000000001,,
6671018,667,Gwinnett County,Lanier High School,1018,C,79.40000000000001,89.400002,
6671019,667,Gwinnett County,"Gwinnett School of Mathematics, Science and Technology",1019,A,94.5,100,
6671020,667,Gwinnett County,New Life Academy of Excellence,1020,C,73,,
667103,667,Gwinnett County,Norcross High School,103,C,75.60000000000001,77.099998,
667105,667,Gwinnett County,Mill Creek High School,105,B,89.40000000000001,90.699997,
6671050,667,Gwinnett County,Berkmar High School,1050,D,67.3,74.699997,
6671052,667,Gwinnett County,Dyer Elementary School,1052,A,91.90000000000001,,
6671056,667,Gwinnett County,Lilburn Middle School,1056,D,68.90000000000001,,
6671058,667,Gwinnett County,Rockbridge Elementary School,1058,D,69.40000000000001,,
667108,667,Gwinnett County,Trickum Middle School ,108,C,77,,
667109,667,Gwinnett County,Benefield Elementary School,109,C,78.7,,
6671105,667,Gwinnett County,Alford Elementary,1105,B,82.90000000000001,,
6671110,667,Gwinnett County,Starling Elementary School,1110,B,80.30000000000001,,
6671112,667,Gwinnett County,Moore Middle School,1112,D,69.10000000000001,,
6671114,667,Gwinnett County,Gwinnett Intervention Education Center (GIVE) West,1114,F,44.6,,
6671115,667,Gwinnett County,Northbrook Middle School,1115,B,89.90000000000001,,
6671205,667,Gwinnett County,Duncan Creek Elementary,1205,B,86.40000000000001,,
6671210,667,Gwinnett County,Couch Middle School,1210,B,87.60000000000001,,
6671214,667,Gwinnett County,Gwinnett Online Campus,1214,C,77.5,51.299999,
6671215,667,Gwinnett County,North Metro Academy of Performing Arts,1215,D,66.5,,
6671305,667,Gwinnett County,Winn Holt Elementary School,1305,D,65,,
6671310,667,Gwinnett County,White Oak Elementary School,1310,A,96.5,,
6671405,667,Gwinnett County,Level Creek Elementary School,1405,A,97.30000000000001,,
6671410,667,Gwinnett County,Mountain View High School,1410,C,78.90000000000001,82.599998,
6671505,667,Gwinnett County,Radloff Middle School,1505,C,71.60000000000001,,
6671510,667,Gwinnett County,North Gwinnett Middle School,1510,A,94,,
6671605,667,Gwinnett County,Chesney Elementary School,1605,C,74.90000000000001,,
6671610,667,Gwinnett County,Twin Rivers Middle School,1610,B,89.5,,
6671710,667,Gwinnett County,Archer High School,1710,C,79.30000000000001,86.699997,
667173,667,Gwinnett County,Centerville Elementary School,173,C,76.10000000000001,,
667176,667,Gwinnett County,Parkview High School,176,B,83.30000000000001,90.5,
667180,667,Gwinnett County,Head Elementary School,180,B,88.60000000000001,,
6671810,667,Gwinnett County,Woodward Mill Elementary School,1810,A,90.40000000000001,,
6671811,667,Gwinnett County,Baggett Elementary School,1811,C,79.2,,
6671812,667,Gwinnett County,Graves Elementary School,1812,C,74.60000000000001,,
6671813,667,Gwinnett County,Jordan Middle School,1813,D,67.40000000000001,,
6671814,667,Gwinnett County,Discovery High School,1814,C,71.3,73.5,
6671815,667,Gwinnett County,Coleman Middle School,1815,A,90.10000000000001,,
6671816,667,Gwinnett County,Baldwin Elementary,1816,C,75.2,,
6671817,667,Gwinnett County,International Transition Center,1817,F,43.5,,
6671818,667,Gwinnett County,Paul Duke STEM High School,1818,C,77.90000000000001,,
6671819,667,Gwinnett County,McClure Health Science High School,1819,,,,
667182,667,Gwinnett County,Brookwood High School,182,A,90,94.099998,
667184,667,Gwinnett County,Berkeley Lake Elementary School,184,B,88.80000000000001,,
667185,667,Gwinnett County,Shiloh High School,185,D,67.2,77.300003,
667186,667,Gwinnett County,Pinckneyville Middle School,186,C,73.60000000000001,,
667187,667,Gwinnett County,Meadowcreek High School,187,D,65.40000000000001,77.199997,
667188,667,Gwinnett County,Richards Middle School,188,D,68.8,,
667189,667,Gwinnett County,Phoenix High School,189,F,58.1,11.6,
667190,667,Gwinnett County,Chattahoochee Elementary School,190,B,85.30000000000001,,
667191,667,Gwinnett County,Dacula Elementary School,191,B,80.2,,
667193,667,Gwinnett County,Walnut Grove Elementary School,193,A,91.30000000000001,,
667194,667,Gwinnett County,Craig Elementary School,194,A,93,,
667195,667,Gwinnett County,Collins Hill High School,195,C,79.10000000000001,84,
667196,667,Gwinnett County,Harbins Elementary School,196,C,71.5,,
667197,667,Gwinnett County,Creekland Middle School,197,C,79.5,,
667198,667,Gwinnett County,Crews Middle School,198,A,90.90000000000001,,
667199,667,Gwinnett County,Meadowcreek Elementary School,199,D,68.5,,
667200,667,Gwinnett County,Freeman's Mill Elementary School,200,B,87.5,,
667204,667,Gwinnett County,Osborne Middle School,204,B,87.30000000000001,,
667205,667,Gwinnett County,Corley Elementary School,205,B,84.90000000000001,,
6672050,667,Gwinnett County,Bethesda Elementary School,2050,C,78.90000000000001,,
6672052,667,Gwinnett County,Grayson Elementary School,2052,B,87,,
6672054,667,Gwinnett County,Harmony Elementary School,2054,C,78.60000000000001,,
6672056,667,Gwinnett County,Mountain Park Elementary School,2056,B,81.80000000000001,,
6672058,667,Gwinnett County,Snellville Middle School,2058,D,67.60000000000001,,
667208,667,Gwinnett County,Mulberry Elementary School,208,A,93.60000000000001,,
667209,667,Gwinnett County,Lanier Middle School,209,B,84.90000000000001,,
667210,667,Gwinnett County,Lovin Elementary School,210,B,84.10000000000001,,
6672558,667,Gwinnett County,South Gwinnett High School,2558,C,75.60000000000001,81.900002,
667275,667,Gwinnett County,Knight Elementary School,275,A,90.60000000000001,,
667276,667,Gwinnett County,Sweetwater Middle School,276,B,83.5,,
667279,667,Gwinnett County,Five Forks Middle School,279,B,89.40000000000001,,
667280,667,Gwinnett County,Beaver Ridge Elementary School,280,B,80.30000000000001,,
667282,667,Gwinnett County,Annistown Elementary School,282,D,69.90000000000001,,
667283,667,Gwinnett County,Shiloh Middle School,283,C,76,,
667285,667,Gwinnett County,Hopkins Elementary School,285,C,75.2,,
667286,667,Gwinnett County,Brookwood Elementary School,286,A,95.5,,
667287,667,Gwinnett County,Norton Elementary School,287,B,80.2,,
667288,667,Gwinnett County,Minor Elementary School,288,C,74.7,,
667289,667,Gwinnett County,McKendree Elementary School,289,B,88.7,,
